RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE
53376156,20230628,F,50대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53376206,20230628,M,50대,서울특별시,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
53376236,20230628,F,20대,대구광역시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53376451,20230628,M,60대,경기도,700만원 이상,마음의 안정-휴식을 위해,없음
53376498,20230628,F,60대,경기도,300만원 미만,건강 관리를 위해,없음
53376667,20230628,M,40대,경상남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53376669,20230628,F,50대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53376673,20230628,F,60대,전라북도,300만원 미만,기타,없음
53376687,20230628,M,40대,서울특별시,500이상700만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53376880,20230628,F,40대,대구광역시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53377046,20230628,F,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53377103,20230628,F,60대,전라남도,300만원 미만,대인 관계-교제를 위해,자기만족-즐거움을 위해
53377361,20230628,F,60대,경기도,500이상700만원 미만,건강 관리를 위해,없음
53377379,20230628,F,30대,광주광역시,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53377455,20230628,F,60대,경기도,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해
53377457,20230628,F,20대,경기도,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
