RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE
53340243,20230531,M,20대,울산광역시,무응답,스트레스 해소를 위해,남는 시간을 보내기 위해
53340305,20230531,F,20대,광주광역시,300만원 미만,스트레스 해소를 위해,없음
53340353,20230531,M,60대,충청남도,300이상500만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53340359,20230531,F,40대,대전광역시,500이상700만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
53340652,20230531,M,50대,광주광역시,500이상700만원 미만,건강 관리를 위해,자기 계발을 위해
53340828,20230531,F,40대,경상북도,무응답,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53340888,20230531,M,40대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53341180,20230531,M,20대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53341231,20230531,F,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53341309,20230531,M,50대,제주특별자치도,300이상500만원 미만,마음의 안정-휴식을 위해,없음
53341327,20230531,F,40대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53341467,20230531,F,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53341475,20230531,M,60대,부산광역시,500이상700만원 미만,자기 계발을 위해,마음의 안정-휴식을 위해
53341494,20230531,F,50대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53341520,20230531,M,30대,경기도,700만원 이상,자기만족-즐거움을 위해,대인 관계-교제를 위해
53341545,20230531,F,40대,경기도,무응답,자기만족-즐거움을 위해,건강 관리를 위해
53341934,20230531,F,20대,경기도,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53342065,20230531,F,40대,광주광역시,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53342185,20230531,F,30대,경상북도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53342466,20230531,F,30대,부산광역시,300만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해
53342560,20230531,M,40대,서울특별시,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53342606,20230531,F,40대,서울특별시,무응답,건강 관리를 위해,마음의 안정-휴식을 위해
53342619,20230531,F,20대,강원도,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53343014,20230531,M,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53343126,20230531,F,50대,인천광역시,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53343167,20230531,M,30대,충청남도,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53343169,20230531,M,30대,경기도,500이상700만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53343426,20230531,M,30대,경기도,300이상500만원 미만,스트레스 해소를 위해,건강 관리를 위해
53343466,20230531,M,20대,서울특별시,300만원 미만,자기 계발을 위해,대인 관계-교제를 위해
53343585,20230531,M,50대,충청남도,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해
53343595,20230531,F,30대,충청남도,500이상700만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53343666,20230531,M,50대,인천광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53343715,20230531,F,40대,경상북도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해
53343788,20230531,M,30대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53343935,20230531,M,20대,경기도,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53344329,20230531,M,30대,경상남도,300이상500만원 미만,자기 계발을 위해,건강 관리를 위해
53344364,20230531,F,50대,경기도,300만원 미만,마음의 안정-휴식을 위해,없음
53344382,20230531,M,60대,대구광역시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53344568,20230531,M,50대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,없음
53344729,20230531,F,40대,경상남도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53344731,20230531,F,20대,충청남도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
53344871,20230531,F,20대,충청남도,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해
53345034,20230531,M,50대,서울특별시,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53345298,20230531,F,30대,전라북도,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53345393,20230531,F,20대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53345458,20230531,M,30대,경상북도,300만원 미만,남는 시간을 보내기 위해,자기 계발을 위해
53345522,20230531,F,60대,부산광역시,500이상700만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
