LCLAS_NM,MLSFC_NM,SIGNGU_NM,FCLTY_CO
체육,스포츠서비스업,부산광역시 영도구,108
체육,스포츠서비스업,부산광역시 부산진구,334
체육,스포츠서비스업,부산광역시 동래구,285
체육,스포츠서비스업,부산광역시 남구,227
체육,스포츠서비스업,부산광역시 북구,195
체육,스포츠서비스업,부산광역시 해운대구,424
체육,스포츠서비스업,부산광역시 사하구,361
체육,스포츠서비스업,부산광역시 금정구,261
체육,스포츠서비스업,부산광역시 강서구,243
체육,스포츠서비스업,부산광역시 연제구,209
체육,스포츠서비스업,부산광역시 수영구,172
체육,스포츠서비스업,부산광역시 사상구,274
체육,스포츠서비스업,부산광역시 기장군,221
체육,스포츠서비스업,대구광역시 중구,148
체육,스포츠서비스업,대구광역시 동구,330
체육,스포츠서비스업,대구광역시 서구,124
체육,스포츠서비스업,대구광역시 남구,137
체육,스포츠서비스업,대구광역시 북구,464
체육,스포츠서비스업,대구광역시 수성구,532
체육,스포츠서비스업,대구광역시 달서구,625
체육,스포츠서비스업,대구광역시 달성군,226
체육,스포츠서비스업,인천광역시 중구,260
체육,스포츠서비스업,인천광역시 동구,49
체육,스포츠서비스업,인천광역시 미추홀구,515
체육,스포츠서비스업,인천광역시 연수구,366
체육,스포츠서비스업,인천광역시 남동구,640
체육,스포츠서비스업,인천광역시 부평구,520
체육,스포츠서비스업,인천광역시 계양구,369
체육,스포츠서비스업,인천광역시 서구,707
체육,스포츠서비스업,인천광역시 강화군,27
체육,스포츠서비스업,인천광역시 옹진군,40
체육,스포츠서비스업,광주광역시 동구,161
체육,스포츠서비스업,광주광역시 서구,467
체육,스포츠서비스업,광주광역시 남구,227
체육,스포츠서비스업,광주광역시 북구,564
체육,스포츠서비스업,광주광역시 광산구,643
체육,스포츠서비스업,대전광역시 동구,263
체육,스포츠서비스업,대전광역시 중구,276
체육,스포츠서비스업,대전광역시 서구,658
체육,스포츠서비스업,대전광역시 유성구,507
체육,스포츠서비스업,대전광역시 대덕구,232
체육,스포츠서비스업,울산광역시 중구,194
체육,스포츠서비스업,울산광역시 남구,588
체육,스포츠서비스업,울산광역시 동구,204
체육,스포츠서비스업,울산광역시 북구,299
체육,스포츠서비스업,울산광역시 울주군,363
체육,스포츠서비스업,세종특별자치시 세종특별자치시,344
체육,스포츠서비스업,경기도 수원시,1366
체육,스포츠서비스업,경기도 성남시,1248
체육,스포츠서비스업,경기도 의정부시,526
체육,스포츠서비스업,경기도 안양시,742
체육,스포츠서비스업,경기도 부천시,937
체육,스포츠서비스업,경기도 광명시,247
체육,스포츠서비스업,경기도 평택시,727
체육,스포츠서비스업,경기도 동두천시,165
체육,스포츠서비스업,경기도 안산시,913
체육,스포츠서비스업,경기도 고양시,1411
체육,스포츠서비스업,경기도 과천시,47
체육,스포츠서비스업,경기도 구리시,211
체육,스포츠서비스업,경기도 남양주시,848
체육,스포츠서비스업,경기도 오산시,362
체육,스포츠서비스업,경기도 시흥시,623
체육,스포츠서비스업,경기도 군포시,315
체육,스포츠서비스업,경기도 의왕시,137
체육,스포츠서비스업,경기도 하남시,391
체육,스포츠서비스업,경기도 용인시,1410
체육,스포츠서비스업,경기도 파주시,146
체육,스포츠서비스업,경기도 이천시,424
체육,스포츠서비스업,경기도 안성시,338
체육,스포츠서비스업,경기도 김포시,377
체육,스포츠서비스업,경기도 화성시,967
체육,스포츠서비스업,경기도 광주시,670
체육,스포츠서비스업,경기도 양주시,393
체육,스포츠서비스업,경기도 포천시,415
체육,스포츠서비스업,경기도 여주시,264
체육,스포츠서비스업,경기도 연천군,23
체육,스포츠서비스업,경기도 가평군,148
체육,스포츠서비스업,경기도 양평군,186
체육,스포츠서비스업,강원도 춘천시,566
체육,스포츠서비스업,강원도 원주시,698
체육,스포츠서비스업,강원도 강릉시,419
체육,스포츠서비스업,강원도 동해시,163
체육,스포츠서비스업,강원도 태백시,150
체육,스포츠서비스업,강원도 속초시,226
체육,스포츠서비스업,강원도 삼척시,169
체육,스포츠서비스업,강원도 홍천군,257
체육,스포츠서비스업,강원도 횡성군,154
체육,스포츠서비스업,강원도 영월군,78
체육,스포츠서비스업,강원도 평창군,283
체육,스포츠서비스업,강원도 정선군,142
체육,스포츠서비스업,강원도 철원군,19
체육,스포츠서비스업,강원도 화천군,72
체육,스포츠서비스업,강원도 양구군,60
체육,스포츠서비스업,강원도 인제군,91
체육,스포츠서비스업,강원도 고성군,64
체육,스포츠서비스업,강원도 양양군,83
체육,스포츠서비스업,충청북도 청주시,1326
체육,스포츠서비스업,충청북도 충주시,515
체육,스포츠서비스업,충청북도 제천시,247
체육,스포츠서비스업,충청북도 보은군,115
체육,스포츠서비스업,충청북도 옥천군,58
체육,스포츠서비스업,충청북도 영동군,66
체육,스포츠서비스업,충청북도 증평군,73
체육,스포츠서비스업,충청북도 진천군,137
체육,스포츠서비스업,충청북도 괴산군,40
체육,스포츠서비스업,충청북도 음성군,198
체육,스포츠서비스업,충청북도 단양군,67
체육,스포츠서비스업,충청남도 천안시,980
체육,스포츠서비스업,충청남도 공주시,177
체육,스포츠서비스업,충청남도 보령시,208
체육,스포츠서비스업,충청남도 아산시,480
체육,스포츠서비스업,충청남도 서산시,322
체육,스포츠서비스업,충청남도 논산시,193
체육,스포츠서비스업,충청남도 계룡시,68
체육,스포츠서비스업,충청남도 당진시,326
체육,스포츠서비스업,충청남도 금산군,90
체육,스포츠서비스업,충청남도 부여군,124
체육,스포츠서비스업,충청남도 서천군,103
체육,스포츠서비스업,충청남도 청양군,42
체육,스포츠서비스업,충청남도 홍성군,145
체육,스포츠서비스업,충청남도 예산군,157
체육,스포츠서비스업,충청남도 태안군,237
체육,스포츠서비스업,전라북도 전주시,1248
체육,스포츠서비스업,전라북도 군산시,582
체육,스포츠서비스업,전라북도 익산시,633
체육,스포츠서비스업,전라북도 정읍시,193
체육,스포츠서비스업,전라북도 남원시,189
체육,스포츠서비스업,전라북도 김제시,179
체육,스포츠서비스업,전라북도 완주군,133
체육,스포츠서비스업,전라북도 진안군,68
체육,스포츠서비스업,전라북도 무주군,209
체육,스포츠서비스업,전라북도 장수군,61
체육,스포츠서비스업,전라북도 임실군,62
체육,스포츠서비스업,전라북도 순창군,76
체육,스포츠서비스업,전라북도 고창군,141
체육,스포츠서비스업,전라북도 부안군,141
체육,스포츠서비스업,전라남도 목포시,430
체육,스포츠서비스업,전라남도 여수시,654
체육,스포츠서비스업,전라남도 순천시,669
체육,스포츠서비스업,전라남도 나주시,259
체육,스포츠서비스업,전라남도 광양시,358
체육,스포츠서비스업,전라남도 담양군,80
체육,스포츠서비스업,전라남도 곡성군,86
체육,스포츠서비스업,전라남도 구례군,68
체육,스포츠서비스업,전라남도 고흥군,127
체육,스포츠서비스업,전라남도 보성군,99
체육,스포츠서비스업,전라남도 화순군,157
체육,스포츠서비스업,전라남도 장흥군,86
체육,스포츠서비스업,전라남도 강진군,82
체육,스포츠서비스업,전라남도 해남군,117
체육,스포츠서비스업,전라남도 영암군,189
체육,스포츠서비스업,전라남도 무안군,184
체육,스포츠서비스업,전라남도 함평군,62
체육,스포츠서비스업,전라남도 영광군,112
체육,스포츠서비스업,전라남도 장성군,71
체육,스포츠서비스업,전라남도 완도군,120
체육,스포츠서비스업,전라남도 진도군,77
체육,스포츠서비스업,전라남도 신안군,62
체육,스포츠서비스업,경상북도 포항시,940
체육,스포츠서비스업,경상북도 경주시,490
체육,스포츠서비스업,경상북도 김천시,197
체육,스포츠서비스업,경상북도 안동시,241
체육,스포츠서비스업,경상북도 구미시,620
체육,스포츠서비스업,경상북도 영주시,144
체육,스포츠서비스업,경상북도 영천시,147
체육,스포츠서비스업,경상북도 상주시,138
체육,스포츠서비스업,경상북도 문경시,104
체육,스포츠서비스업,경상북도 경산시,340
체육,스포츠서비스업,경상북도 군위군,31
체육,스포츠서비스업,경상북도 의성군,88
체육,스포츠서비스업,경상북도 청송군,36
체육,스포츠서비스업,경상북도 영양군,24
체육,스포츠서비스업,경상북도 영덕군,92
체육,스포츠서비스업,경상북도 청도군,53
체육,스포츠서비스업,경상북도 고령군,50
체육,스포츠서비스업,경상북도 성주군,55
체육,스포츠서비스업,경상북도 칠곡군,196
체육,스포츠서비스업,경상북도 예천군,75
체육,스포츠서비스업,경상북도 봉화군,27
체육,스포츠서비스업,경상북도 울진군,118
체육,스포츠서비스업,경상북도 울릉군,28
체육,스포츠서비스업,경상남도 창원시,1612
체육,스포츠서비스업,경상남도 진주시,522
체육,스포츠서비스업,경상남도 통영시,351
체육,스포츠서비스업,경상남도 사천시,194
체육,스포츠서비스업,경상남도 김해시,762
체육,스포츠서비스업,경상남도 밀양시,170
체육,스포츠서비스업,경상남도 거제시,441
체육,스포츠서비스업,경상남도 양산시,543
체육,스포츠서비스업,경상남도 의령군,88
체육,스포츠서비스업,경상남도 함안군,142
체육,스포츠서비스업,경상남도 창녕군,141
체육,스포츠서비스업,경상남도 고성군,106
체육,스포츠서비스업,경상남도 남해군,146
체육,스포츠서비스업,경상남도 하동군,94
체육,스포츠서비스업,경상남도 산청군,68
체육,스포츠서비스업,경상남도 함양군,56
체육,스포츠서비스업,경상남도 거창군,101
체육,스포츠서비스업,경상남도 합천군,92
체육,스포츠서비스업,제주특별자치도 제주시,1342
체육,스포츠서비스업,제주특별자치도 서귀포시,690
휴식,공원,서울특별시 종로구,85
휴식,공원,서울특별시 중구,95
휴식,공원,서울특별시 용산구,102
휴식,공원,서울특별시 성동구,92
휴식,공원,서울특별시 광진구,80
휴식,공원,서울특별시 동대문구,100
휴식,공원,서울특별시 중랑구,123
휴식,공원,서울특별시 성북구,62
휴식,공원,서울특별시 강북구,109
휴식,공원,서울특별시 도봉구,97
휴식,공원,서울특별시 노원구,228
휴식,공원,서울특별시 은평구,136
휴식,공원,서울특별시 서대문구,124
휴식,공원,서울특별시 마포구,134
휴식,공원,서울특별시 양천구,138
휴식,공원,서울특별시 강서구,257
휴식,공원,서울특별시 구로구,100
휴식,공원,서울특별시 금천구,91
휴식,공원,서울특별시 영등포구,144
휴식,공원,서울특별시 동작구,110
휴식,공원,서울특별시 관악구,151
휴식,공원,서울특별시 서초구,155
휴식,공원,서울특별시 강남구,198
휴식,공원,서울특별시 송파구,256
휴식,공원,서울특별시 강동구,166
휴식,공원,부산광역시 중구,18
휴식,공원,부산광역시 서구,36
휴식,공원,부산광역시 동구,22
휴식,공원,부산광역시 영도구,29
휴식,공원,부산광역시 부산진구,67
휴식,공원,부산광역시 동래구,68
휴식,공원,부산광역시 남구,79
휴식,공원,부산광역시 북구,120
휴식,공원,부산광역시 해운대구,123
휴식,공원,부산광역시 사하구,91
휴식,공원,부산광역시 금정구,77
휴식,공원,부산광역시 강서구,296
휴식,공원,부산광역시 연제구,45
휴식,공원,부산광역시 수영구,37
휴식,공원,부산광역시 사상구,78
휴식,공원,부산광역시 기장군,253
휴식,공원,대구광역시 중구,36
휴식,공원,대구광역시 동구,232
휴식,공원,대구광역시 서구,73
휴식,공원,대구광역시 남구,43
휴식,공원,대구광역시 북구,243
휴식,공원,대구광역시 수성구,200
휴식,공원,대구광역시 달서구,360
휴식,공원,대구광역시 달성군,200
휴식,공원,인천광역시 중구,190
휴식,공원,인천광역시 동구,41
휴식,공원,인천광역시 미추홀구,177
휴식,공원,인천광역시 연수구,272
휴식,공원,인천광역시 남동구,240
휴식,공원,인천광역시 부평구,192
휴식,공원,인천광역시 계양구,136
휴식,공원,인천광역시 서구,397
휴식,공원,인천광역시 강화군,7
휴식,공원,인천광역시 옹진군,3
휴식,공원,광주광역시 동구,64
휴식,공원,광주광역시 서구,177
휴식,공원,광주광역시 남구,151
휴식,공원,광주광역시 북구,291
휴식,공원,광주광역시 광산구,344
휴식,공원,대전광역시 동구,112
휴식,공원,대전광역시 중구,139
휴식,공원,대전광역시 서구,194
휴식,공원,대전광역시 유성구,342
휴식,공원,대전광역시 대덕구,148
휴식,공원,울산광역시 중구,201
휴식,공원,울산광역시 남구,212
휴식,공원,울산광역시 동구,123
휴식,공원,울산광역시 북구,198
휴식,공원,울산광역시 울주군,281
휴식,공원,세종특별자치시 세종특별자치시,414
휴식,공원,경기도 수원시,593
휴식,공원,경기도 성남시,621
휴식,공원,경기도 의정부시,330
휴식,공원,경기도 안양시,221
휴식,공원,경기도 부천시,292
휴식,공원,경기도 광명시,160
휴식,공원,경기도 평택시,591
휴식,공원,경기도 동두천시,63
휴식,공원,경기도 안산시,563
휴식,공원,경기도 고양시,393
휴식,공원,경기도 과천시,89
휴식,공원,경기도 구리시,149
휴식,공원,경기도 남양주시,337
휴식,공원,경기도 오산시,192
휴식,공원,경기도 시흥시,366
휴식,공원,경기도 군포시,243
휴식,공원,경기도 의왕시,153
휴식,공원,경기도 하남시,221
휴식,공원,경기도 용인시,568
휴식,공원,경기도 파주시,37
휴식,공원,경기도 이천시,108
휴식,공원,경기도 안성시,145
휴식,공원,경기도 김포시,255
휴식,공원,경기도 화성시,611
휴식,공원,경기도 광주시,211
휴식,공원,경기도 양주시,287
휴식,공원,경기도 포천시,82
휴식,공원,경기도 여주시,59
휴식,공원,경기도 연천군,17
휴식,공원,경기도 가평군,47
휴식,공원,경기도 양평군,75
휴식,공원,강원도 춘천시,194
휴식,공원,강원도 원주시,307
휴식,공원,강원도 강릉시,120
휴식,공원,강원도 동해시,87
휴식,공원,강원도 태백시,68
휴식,공원,강원도 속초시,66
휴식,공원,강원도 삼척시,47
휴식,공원,강원도 홍천군,52
휴식,공원,강원도 횡성군,47
휴식,공원,강원도 영월군,38
휴식,공원,강원도 평창군,67
휴식,공원,강원도 정선군,52
휴식,공원,강원도 철원군,2
휴식,공원,강원도 화천군,19
휴식,공원,강원도 양구군,25
휴식,공원,강원도 인제군,61
휴식,공원,강원도 고성군,16
휴식,공원,강원도 양양군,62
휴식,공원,충청북도 청주시,687
휴식,공원,충청북도 충주시,219
휴식,공원,충청북도 제천시,120
휴식,공원,충청북도 보은군,44
휴식,공원,충청북도 옥천군,56
휴식,공원,충청북도 영동군,28
휴식,공원,충청북도 증평군,48
휴식,공원,충청북도 진천군,81
휴식,공원,충청북도 괴산군,57
휴식,공원,충청북도 음성군,156
휴식,공원,충청북도 단양군,110
휴식,공원,충청남도 천안시,460
휴식,공원,충청남도 공주시,140
휴식,공원,충청남도 보령시,101
휴식,공원,충청남도 아산시,257
휴식,공원,충청남도 서산시,157
휴식,공원,충청남도 논산시,179
휴식,공원,충청남도 계룡시,34
휴식,공원,충청남도 당진시,240
휴식,공원,충청남도 금산군,53
휴식,공원,충청남도 부여군,55
휴식,공원,충청남도 서천군,45
휴식,공원,충청남도 청양군,19
휴식,공원,충청남도 홍성군,118
휴식,공원,충청남도 예산군,83
휴식,공원,충청남도 태안군,35
휴식,공원,전라북도 전주시,467
휴식,공원,전라북도 군산시,246
휴식,공원,전라북도 익산시,251
휴식,공원,전라북도 정읍시,79
휴식,공원,전라북도 남원시,73
휴식,공원,전라북도 김제시,125
휴식,공원,전라북도 완주군,175
휴식,공원,전라북도 진안군,37
휴식,공원,전라북도 무주군,58
휴식,공원,전라북도 장수군,13
휴식,공원,전라북도 임실군,30
휴식,공원,전라북도 순창군,23
휴식,공원,전라북도 고창군,68
휴식,공원,전라북도 부안군,91
휴식,공원,전라남도 목포시,237
휴식,공원,전라남도 여수시,341
휴식,공원,전라남도 순천시,299
휴식,공원,전라남도 나주시,174
휴식,공원,전라남도 광양시,232
휴식,공원,전라남도 담양군,143
휴식,공원,전라남도 곡성군,42
휴식,공원,전라남도 구례군,46
휴식,공원,전라남도 고흥군,72
휴식,공원,전라남도 보성군,32
휴식,공원,전라남도 화순군,77
휴식,공원,전라남도 장흥군,26
휴식,공원,전라남도 강진군,32
휴식,공원,전라남도 해남군,117
휴식,공원,전라남도 영암군,80
휴식,공원,전라남도 무안군,74
휴식,공원,전라남도 함평군,44
휴식,공원,전라남도 영광군,39
휴식,공원,전라남도 장성군,152
휴식,공원,전라남도 완도군,46
휴식,공원,전라남도 진도군,24
휴식,공원,전라남도 신안군,40
휴식,공원,경상북도 포항시,447
휴식,공원,경상북도 경주시,260
휴식,공원,경상북도 김천시,110
휴식,공원,경상북도 안동시,181
휴식,공원,경상북도 구미시,441
휴식,공원,경상북도 영주시,124
휴식,공원,경상북도 영천시,88
휴식,공원,경상북도 상주시,120
휴식,공원,경상북도 문경시,96
휴식,공원,경상북도 경산시,278
휴식,공원,경상북도 군위군,41
휴식,공원,경상북도 의성군,51
휴식,공원,경상북도 청송군,36
휴식,공원,경상북도 영양군,22
휴식,공원,경상북도 영덕군,51
휴식,공원,경상북도 청도군,36
휴식,공원,경상북도 고령군,44
휴식,공원,경상북도 성주군,53
휴식,공원,경상북도 칠곡군,152
휴식,공원,경상북도 예천군,65
휴식,공원,경상북도 봉화군,27
휴식,공원,경상북도 울진군,47
휴식,공원,경상북도 울릉군,15
휴식,공원,경상남도 창원시,715
휴식,공원,경상남도 진주시,299
휴식,공원,경상남도 통영시,171
휴식,공원,경상남도 사천시,185
휴식,공원,경상남도 김해시,528
휴식,공원,경상남도 밀양시,126
휴식,공원,경상남도 거제시,203
휴식,공원,경상남도 양산시,423
휴식,공원,경상남도 의령군,60
휴식,공원,경상남도 함안군,77
휴식,공원,경상남도 창녕군,110
휴식,공원,경상남도 고성군,77
휴식,공원,경상남도 남해군,67
휴식,공원,경상남도 하동군,39
휴식,공원,경상남도 산청군,62
휴식,공원,경상남도 함양군,55
휴식,공원,경상남도 거창군,39
휴식,공원,경상남도 합천군,65
휴식,공원,제주특별자치도 제주시,492
휴식,공원,제주특별자치도 서귀포시,177
휴식,관광지,서울특별시 종로구,151
휴식,관광지,서울특별시 중구,4
휴식,관광지,서울특별시 용산구,4
휴식,관광지,서울특별시 성동구,4
휴식,관광지,서울특별시 광진구,12
휴식,관광지,서울특별시 동대문구,6
휴식,관광지,서울특별시 중랑구,4
휴식,관광지,서울특별시 성북구,7
휴식,관광지,서울특별시 강북구,10
휴식,관광지,서울특별시 도봉구,3
휴식,관광지,서울특별시 노원구,9
휴식,관광지,서울특별시 은평구,12
휴식,관광지,서울특별시 서대문구,3
휴식,관광지,서울특별시 마포구,8
휴식,관광지,서울특별시 양천구,3
휴식,관광지,서울특별시 강서구,2
휴식,관광지,서울특별시 구로구,2
휴식,관광지,서울특별시 금천구,1
휴식,관광지,서울특별시 영등포구,5
휴식,관광지,서울특별시 동작구,3
휴식,관광지,서울특별시 관악구,5
휴식,관광지,서울특별시 서초구,3
휴식,관광지,서울특별시 강남구,2
휴식,관광지,서울특별시 송파구,12
휴식,관광지,서울특별시 강동구,3
휴식,관광지,부산광역시 중구,2
휴식,관광지,부산광역시 서구,3
휴식,관광지,부산광역시 동구,1
휴식,관광지,부산광역시 영도구,6
휴식,관광지,부산광역시 부산진구,10
휴식,관광지,부산광역시 동래구,0
휴식,관광지,부산광역시 남구,2
휴식,관광지,부산광역시 북구,1
휴식,관광지,부산광역시 해운대구,4
휴식,관광지,부산광역시 사하구,7
휴식,관광지,부산광역시 금정구,2
휴식,관광지,부산광역시 강서구,1
휴식,관광지,부산광역시 연제구,1
휴식,관광지,부산광역시 수영구,7
휴식,관광지,부산광역시 사상구,3
휴식,관광지,부산광역시 기장군,6
휴식,관광지,대구광역시 중구,12
휴식,관광지,대구광역시 동구,13
휴식,관광지,대구광역시 서구,1
휴식,관광지,대구광역시 남구,2
휴식,관광지,대구광역시 북구,3
휴식,관광지,대구광역시 수성구,8
휴식,관광지,대구광역시 달서구,7
휴식,관광지,대구광역시 달성군,16
휴식,관광지,인천광역시 중구,15
휴식,관광지,인천광역시 동구,5
휴식,관광지,인천광역시 미추홀구,6
휴식,관광지,인천광역시 연수구,5
휴식,관광지,인천광역시 남동구,11
휴식,관광지,인천광역시 부평구,0
휴식,관광지,인천광역시 계양구,3
휴식,관광지,인천광역시 서구,1
휴식,관광지,인천광역시 강화군,3
휴식,관광지,인천광역시 옹진군,33
휴식,관광지,광주광역시 동구,13
휴식,관광지,광주광역시 서구,6
휴식,관광지,광주광역시 남구,5
휴식,관광지,광주광역시 북구,6
휴식,관광지,광주광역시 광산구,7
휴식,관광지,대전광역시 동구,7
휴식,관광지,대전광역시 중구,6
휴식,관광지,대전광역시 서구,3
휴식,관광지,대전광역시 유성구,10
휴식,관광지,대전광역시 대덕구,2
휴식,관광지,울산광역시 중구,4
휴식,관광지,울산광역시 남구,5
휴식,관광지,울산광역시 동구,3
휴식,관광지,울산광역시 북구,1
휴식,관광지,울산광역시 울주군,4
휴식,관광지,세종특별자치시 세종특별자치시,10
휴식,관광지,경기도 수원시,20
휴식,관광지,경기도 성남시,3
휴식,관광지,경기도 의정부시,5
휴식,관광지,경기도 안양시,1
휴식,관광지,경기도 부천시,7
휴식,관광지,경기도 광명시,3
휴식,관광지,경기도 평택시,8
휴식,관광지,경기도 동두천시,1
휴식,관광지,경기도 안산시,3
휴식,관광지,경기도 고양시,23
휴식,관광지,경기도 과천시,7
휴식,관광지,경기도 구리시,2
휴식,관광지,경기도 남양주시,14
휴식,관광지,경기도 오산시,2
휴식,관광지,경기도 시흥시,6
휴식,관광지,경기도 군포시,2
휴식,관광지,경기도 의왕시,3
휴식,관광지,경기도 하남시,12
휴식,관광지,경기도 용인시,42
휴식,관광지,경기도 파주시,7
휴식,관광지,경기도 이천시,9
휴식,관광지,경기도 안성시,31
휴식,관광지,경기도 김포시,5
휴식,관광지,경기도 화성시,9
휴식,관광지,경기도 광주시,3
휴식,관광지,경기도 양주시,14
휴식,관광지,경기도 포천시,19
휴식,관광지,경기도 여주시,12
휴식,관광지,경기도 연천군,2
휴식,관광지,경기도 가평군,25
휴식,관광지,경기도 양평군,17
휴식,관광지,강원도 춘천시,62
휴식,관광지,강원도 원주시,19
휴식,관광지,강원도 강릉시,73
휴식,관광지,강원도 동해시,14
휴식,관광지,강원도 태백시,14
휴식,관광지,강원도 속초시,17
휴식,관광지,강원도 삼척시,39
휴식,관광지,강원도 홍천군,26
휴식,관광지,강원도 횡성군,12
휴식,관광지,강원도 영월군,21
휴식,관광지,강원도 평창군,31
휴식,관광지,강원도 정선군,18
휴식,관광지,강원도 철원군,1
휴식,관광지,강원도 화천군,15
휴식,관광지,강원도 양구군,8
휴식,관광지,강원도 인제군,21
휴식,관광지,강원도 고성군,37
휴식,관광지,강원도 양양군,55
휴식,관광지,충청북도 청주시,29
휴식,관광지,충청북도 충주시,21
휴식,관광지,충청북도 제천시,14
휴식,관광지,충청북도 보은군,26
휴식,관광지,충청북도 옥천군,11
휴식,관광지,충청북도 영동군,13
휴식,관광지,충청북도 증평군,10
휴식,관광지,충청북도 진천군,2
휴식,관광지,충청북도 괴산군,33
휴식,관광지,충청북도 음성군,10
휴식,관광지,충청북도 단양군,43
휴식,관광지,충청남도 천안시,15
휴식,관광지,충청남도 공주시,71
휴식,관광지,충청남도 보령시,24
휴식,관광지,충청남도 아산시,22
휴식,관광지,충청남도 서산시,11
휴식,관광지,충청남도 논산시,27
휴식,관광지,충청남도 계룡시,0
휴식,관광지,충청남도 당진시,13
휴식,관광지,충청남도 금산군,10
휴식,관광지,충청남도 부여군,14
휴식,관광지,충청남도 서천군,11
휴식,관광지,충청남도 청양군,10
휴식,관광지,충청남도 홍성군,12
휴식,관광지,충청남도 예산군,15
휴식,관광지,충청남도 태안군,46
휴식,관광지,전라북도 전주시,226
휴식,관광지,전라북도 군산시,7
휴식,관광지,전라북도 익산시,38
휴식,관광지,전라북도 정읍시,15
휴식,관광지,전라북도 남원시,68
휴식,관광지,전라북도 김제시,10
휴식,관광지,전라북도 완주군,52
휴식,관광지,전라북도 진안군,79
휴식,관광지,전라북도 무주군,76
휴식,관광지,전라북도 장수군,46
휴식,관광지,전라북도 임실군,28
휴식,관광지,전라북도 순창군,20
휴식,관광지,전라북도 고창군,14
휴식,관광지,전라북도 부안군,65
휴식,관광지,전라남도 목포시,22
휴식,관광지,전라남도 여수시,35
휴식,관광지,전라남도 순천시,131
휴식,관광지,전라남도 나주시,46
휴식,관광지,전라남도 광양시,29
휴식,관광지,전라남도 담양군,26
휴식,관광지,전라남도 곡성군,40
휴식,관광지,전라남도 구례군,29
휴식,관광지,전라남도 고흥군,24
휴식,관광지,전라남도 보성군,59
휴식,관광지,전라남도 화순군,25
휴식,관광지,전라남도 장흥군,42
휴식,관광지,전라남도 강진군,39
휴식,관광지,전라남도 해남군,39
휴식,관광지,전라남도 영암군,42
휴식,관광지,전라남도 무안군,33
휴식,관광지,전라남도 함평군,19
휴식,관광지,전라남도 영광군,19
휴식,관광지,전라남도 장성군,30
휴식,관광지,전라남도 완도군,27
휴식,관광지,전라남도 진도군,22
휴식,관광지,전라남도 신안군,71
휴식,관광지,경상북도 포항시,69
휴식,관광지,경상북도 경주시,188
휴식,관광지,경상북도 김천시,11
휴식,관광지,경상북도 안동시,144
휴식,관광지,경상북도 구미시,14
휴식,관광지,경상북도 영주시,42
휴식,관광지,경상북도 영천시,8
휴식,관광지,경상북도 상주시,71
휴식,관광지,경상북도 문경시,9
휴식,관광지,경상북도 경산시,14
휴식,관광지,경상북도 군위군,6
휴식,관광지,경상북도 의성군,13
휴식,관광지,경상북도 청송군,46
휴식,관광지,경상북도 영양군,30
휴식,관광지,경상북도 영덕군,49
휴식,관광지,경상북도 청도군,22
휴식,관광지,경상북도 고령군,25
휴식,관광지,경상북도 성주군,15
휴식,관광지,경상북도 칠곡군,17
휴식,관광지,경상북도 예천군,27
휴식,관광지,경상북도 봉화군,52
휴식,관광지,경상북도 울진군,47
휴식,관광지,경상북도 울릉군,2
휴식,관광지,경상남도 창원시,15
휴식,관광지,경상남도 진주시,18
휴식,관광지,경상남도 통영시,28
휴식,관광지,경상남도 사천시,25
휴식,관광지,경상남도 김해시,14
휴식,관광지,경상남도 밀양시,27
휴식,관광지,경상남도 거제시,44
휴식,관광지,경상남도 양산시,12
휴식,관광지,경상남도 의령군,2
휴식,관광지,경상남도 함안군,9
휴식,관광지,경상남도 창녕군,15
휴식,관광지,경상남도 고성군,15
휴식,관광지,경상남도 남해군,26
휴식,관광지,경상남도 하동군,18
휴식,관광지,경상남도 산청군,49
휴식,관광지,경상남도 함양군,25
휴식,관광지,경상남도 거창군,57
휴식,관광지,경상남도 합천군,21
휴식,관광지,제주특별자치도 제주시,48
휴식,관광지,제주특별자치도 서귀포시,41
휴식,동/식물원/휴양림,서울특별시 종로구,6
휴식,동/식물원/휴양림,서울특별시 중구,6
휴식,동/식물원/휴양림,서울특별시 용산구,2
휴식,동/식물원/휴양림,서울특별시 성동구,1
휴식,동/식물원/휴양림,서울특별시 광진구,1
휴식,동/식물원/휴양림,서울특별시 동대문구,0
휴식,동/식물원/휴양림,서울특별시 중랑구,0
휴식,동/식물원/휴양림,서울특별시 성북구,1
휴식,동/식물원/휴양림,서울특별시 강북구,3
휴식,동/식물원/휴양림,서울특별시 도봉구,1
휴식,동/식물원/휴양림,서울특별시 노원구,2
휴식,동/식물원/휴양림,서울특별시 은평구,1
휴식,동/식물원/휴양림,서울특별시 서대문구,1
휴식,동/식물원/휴양림,서울특별시 마포구,1
휴식,동/식물원/휴양림,서울특별시 양천구,0
휴식,동/식물원/휴양림,서울특별시 강서구,1
휴식,동/식물원/휴양림,서울특별시 구로구,2
휴식,동/식물원/휴양림,서울특별시 금천구,0
휴식,동/식물원/휴양림,서울특별시 영등포구,1
휴식,동/식물원/휴양림,서울특별시 동작구,0
휴식,동/식물원/휴양림,서울특별시 관악구,0
휴식,동/식물원/휴양림,서울특별시 서초구,4
휴식,동/식물원/휴양림,서울특별시 강남구,6
휴식,동/식물원/휴양림,서울특별시 송파구,1
휴식,동/식물원/휴양림,서울특별시 강동구,3
휴식,동/식물원/휴양림,부산광역시 중구,0
휴식,동/식물원/휴양림,부산광역시 서구,1
