"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,종교활동,잡담/통화하기,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,클럽/나이트,이성교제,표본수,종교활동,잡담/통화하기,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,클럽/나이트,이성교제,표본수,종교활동,잡담/통화하기,친구만남,사교모임,사회봉사활동,가족 방문,기타 여가활동,이성교제,표본수,종교활동,잡담/통화하기,친구만남,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,클럽/나이트,표본수,종교활동,잡담/통화하기,친구만남,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,표본수,종교활동,잡담/통화하기,친구만남,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,클럽/나이트
"17개 시도별",경기,681,7.1,0.7,2,1.5,0,2.3,0.1,0,0.6,748,10.4,0.1,-,0.3,-,0.4,-,-,0.1,681,9.6,1.3,1.3,0.9,1.1,0.3,0.1,2.9,979,7.2,0.2,0.8,0.5,0.9,-,0.5,0.5,0,493,5.9,0.7,1.5,1.4,0.2,-,0.4,1,430,7,12.4,1.5,1.7,1.8,0.5,0.4,-,-
"17개 시도별",강원,166,11.1,0.9,4,3.8,0,5.2,0,0,0,200,9.2,0.2,2.2,3.7,0.4,1.1,0.4,-,0.2,267,14.9,6.6,0.3,4.3,1.1,0.4,0.3,2,93,6.8,-,1.7,3.5,2.1,-,2.5,0.5,-,144,7.2,-,-,-,2.6,0.7,1.1,1.4,222,11.2,6.5,9.1,1.7,0.8,3.4,0.4,0.7,-
"17개 시도별",충북,238,16.3,0,4.8,0,0,0,0,0,0.4,274,8.1,5.8,0.8,-,-,0.2,-,-,0.7,288,8.6,2.2,-,2.5,0.3,-,-,2.6,126,1.5,-,4.4,2.3,-,-,-,1.5,-,109,3.5,-,-,-,0.8,-,-,0.9,175,7.6,10,3.3,-,0.4,-,-,-,-
"17개 시도별",충남,296,10.3,0.4,3,1,0,0.4,0,0,0.3,257,10,0.9,1.9,1.4,-,3,-,-,0.5,165,6.1,2.4,-,0.8,2.2,0.9,-,1.1,142,11.3,0.6,5.1,0.6,0.5,1.2,0.8,-,-,141,13.4,-,0.5,-,0.6,-,-,0.7,91,9.7,5.4,8.7,1.7,2,-,0.6,-,-
"17개 시도별",전북,130,0,0,0.3,2.6,0,0,0,0,0,99,1.9,-,-,0.8,-,-,0.4,-,-,264,6.3,0.6,1.4,1.6,1.1,-,-,3.9,139,11.5,1.1,3,1.7,1.2,-,0.9,1.5,-,154,10.7,-,0.4,0.4,0.6,-,-,-,97,13.2,5.1,0.9,8.2,2.2,0.4,1.8,-,-
"17개 시도별",전남,79,0,0,0,0,0,0,0.8,0,0,87,-,-,-,3.5,-,-,-,-,-,225,17.7,0.6,1,5.4,0.9,0.2,-,1.3,151,13.8,0.6,2.9,2.8,-,-,1.3,0.6,-,166,14.1,1.2,1.3,0.5,1.3,-,0.4,3.3,217,10.3,5.4,0.1,0.3,0.5,-,0.8,0.3,-
"17개 시도별",경북,277,7.3,1,0.5,0.4,0,1.6,0.8,0.3,0.7,283,3.2,4.3,1.2,1.7,-,5.2,-,-,0.2,212,8.9,1.3,0.5,2.6,0.3,0.5,-,3.9,296,5.3,0.8,1.4,1.1,1,0.3,0.6,-,-,240,6.2,-,0.5,-,1.2,-,0.4,0.4,262,4.9,3.9,3.4,-,-,1.2,0.9,0.5,-
"17개 시도별",경남,294,3.5,0.4,8.7,0,0,0.7,0,0,0.3,399,3.7,3.3,1.3,0.8,-,3.4,0.3,0.1,0.5,417,6,2.5,1.3,2.2,1.4,0.8,0.2,3.9,376,2.7,1.1,1.8,1.2,1.1,0.2,2.7,0.3,-,214,8.3,0.5,0.6,0.4,1.2,-,0.6,0.4,285,3,2.4,2.3,0.2,0.7,-,-,0.4,-
"17개 시도별",제주,163,11.8,0,1.5,3.1,1.1,8.3,0.5,0.5,0.5,174,7.1,1.1,5.3,2.2,-,3.4,-,-,-,105,7.7,1,-,-,-,-,-,-,50,2.9,-,-,-,-,-,1.8,-,-,213,6,0.4,2,-,-,-,1.1,-,120,8.7,0.4,2.3,2,0.7,-,1.3,-,0.7
"장애여부별",장애등록,-,-,-,-,-,-,-,-,-,-,54,29.7,3.6,-,-,-,2.4,-,-,-,65,22.9,3.4,1.1,1,-,-,-,5.5,77,32.7,0.8,3,1.2,-,2.4,2.3,1.5,-,53,18.9,-,0.9,-,1,-,-,1.6,38,28.2,9.2,7,1.5,2.3,-,0.8,-,-
"장애여부별",미등록,-,-,-,-,-,-,-,-,-,-,53,12.4,4.7,-,-,-,-,-,-,-,20,17.4,-,-,-,-,5.1,-,4.4,71,3.1,3.8,4.4,1,-,-,-,1.8,-,52,13.4,-,2.5,-,-,-,-,-,35,5.2,8.9,0.6,-,0.8,-,-,-,-
"장애여부별",해당사항없음,-,-,-,-,-,-,-,-,-,-,4906,7,1.3,1.4,0.6,0.1,2,0,0,0.3,4726,9.4,1.5,0.9,1.8,1,0.3,0.1,2.3,4253,6,0.9,1.5,0.9,0.8,0.1,0.9,0.4,0,3435,6.5,0.5,0.9,0.5,1,0,0.4,0.6,3853,7.1,6.2,3.4,0.8,0.8,0.6,0.5,0.1,-
"근무 형태",전일제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1720,5.1,4.8,2.2,0.9,0.4,0.4,0.6,0.1,-
"근무 형태",교대제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,8.6,3.2,2.5,3.8,-,1.1,0.5,-,-
"근무 형태",시간 선택제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,10,8.4,5.8,1,0.8,0.4,0.6,-,-
"근무 형태",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527,7.5,7.2,4.1,0.2,3.1,0.6,0.1,0.4,0.1
"유연 근무제 여부",시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,6.7,2.9,2.6,2,-,-,0.1,-,-
"유연 근무제 여부",미시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1233,4.3,5.9,2.2,0.8,0.3,0.4,0.4,0.1,-
"유연 근무제 여부",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1088,8,5.5,3.6,0.7,2,0.7,0.7,0.4,0.1
